epoch,train_loss,val_dice,learning_rate,epoch_time
34,0.0029918137390784693,0.9965231418609619,7.408768370508582e-05,517.1412434577942
35,0.0028547626747200713,0.9966123104095459,7.26995249869774e-05,516.7816030979156
36,0.0027407441791513017,0.9965874552726746,7.12889645782537e-05,517.2380452156067
37,0.0027655547492889338,0.9966217875480652,6.985739453173908e-05,517.1320345401764
38,0.00252653821747685,0.9966368079185486,6.840622763423397e-05,516.4094789028168
39,0.0023738210342669915,0.9966315627098083,6.693689601226464e-05,516.8888740539551
40,0.0022264850472291224,0.9966201186180115,6.545084971874744e-05,516.4278247356415
41,0.0021585545533104886,0.996616005897522,6.394955530196154e-05,517.6778609752655
42,0.0020937843238080824,0.996612012386322,6.24344943582428e-05,517.6041944026947
43,0.0021089729325292736,0.9965996742248535,6.0907162069827195e-05,517.4707689285278
44,0.0020739705035438573,0.9965984225273132,5.93690657292863e-05,517.3367006778717
45,0.0020079164852197058,0.9965940117835999,5.7821723252011606e-05,517.383100271225
46,0.0019789678725824736,0.9965966939926147,5.6266661678215284e-05,517.4523825645447
47,0.0020551880931392245,0.9965633749961853,5.470541566592577e-05,516.878223657608
48,0.0020666897985230173,0.996554434299469,5.313952597646573e-05,516.6399745941162
49,0.00196586336369126,0.9965800642967224,5.1570537953906474e-05,517.4557073116302
50,0.001911458782302663,0.9965692758560181,5.0000000000000057e-05,517.5790815353394
51,0.0018821121264639509,0.9965428709983826,4.842946204609364e-05,517.1541881561279
52,0.0018633781509335644,0.9965636134147644,4.686047402353438e-05,516.7876517772675
53,0.001818732410978412,0.9965554475784302,4.529458433407433e-05,517.5335714817047
54,0.0018247985182427617,0.9965565204620361,4.3733338321784836e-05,517.0223610401154
55,0.0017982709468606713,0.9965548515319824,4.21782767479885e-05,517.1359248161316
56,0.001757120722640452,0.9965540766716003,4.0630934270713814e-05,516.9862687587738
57,0.001739407115306819,0.9965588450431824,3.909283793017293e-05,517.202154636383
58,0.001732119234831898,0.996552050113678,3.75655056417573e-05,517.5832922458649
59,0.0017287880984464391,0.9965473413467407,3.605044469803859e-05,517.1649684906006
60,0.0017185881552916817,0.9965523481369019,3.454915028125269e-05,516.8014869689941
61,0.0017036784273535663,0.9965437650680542,3.3063103987735474e-05,516.8496279716492
62,0.0016932769264724904,0.9965429306030273,3.159377236576616e-05,517.4183914661407
63,0.0016823045012650923,0.9965419173240662,3.0142605468261005e-05,517.9418849945068
64,0.0016803367333852698,0.9965342283248901,2.8711035421746404e-05,517.9414129257202
65,0.0016740911021039672,0.9965464472770691,2.73004750130227e-05,517.6777722835541
66,0.0016699382828906438,0.9965413808822632,2.5912316294914263e-05,518.1193964481354
67,0.0016676469372512211,0.9965431690216064,2.4547929212481466e-05,516.926590681076
68,0.0016613401597626019,0.9965442419052124,2.320866025105019e-05,517.7188827991486
69,0.0016631901241822664,0.9965388178825378,2.1895831107393498e-05,517.6840453147888
70,0.00166643574807435,0.9965325593948364,2.061073738537638e-05,516.9613020420074
71,0.0016558968624726393,0.9965483546257019,1.9354647317351198e-05,517.3834834098816
72,0.0016518689290412974,0.9965363144874573,1.812880051256554e-05,517.6830112934113
73,0.0016489978119177849,0.9965328574180603,1.693440673381744e-05,517.5172476768494
74,0.0016524011200074286,0.9965366125106812,1.577264470356559e-05,517.3107316493988
75,0.0016484880118374612,0.9965368509292603,1.464466094067265e-05,517.5162363052368
76,0.0016334184739275075,0.9965295195579529,1.3551568628929456e-05,517.7098178863525
77,0.001634876405023136,0.9965418577194214,1.249444651847704e-05,516.9263060092926
78,0.0016302477346741347,0.9965389966964722,1.1474337861210562e-05,517.249039888382
79,0.0016329348549921896,0.9965370893478394,1.0492249381215497e-05,517.1490330696106
80,0.0016311401336588064,0.9965356588363647,9.549150281252648e-06,517.0405337810516
81,0.0016268426984524167,0.9965406060218811,8.645971286271927e-06,517.2115108966827
82,0.0016273247664712988,0.9965383410453796,7.78360372489927e-06,517.4566102027893
83,0.0016233825628080417,0.9965439438819885,6.962898649802823e-06,517.5256314277649
84,0.0016184056184852422,0.99654221534729,6.184665997806831e-06,517.1152150630951
85,0.0016217144761299593,0.9965335130691528,5.449673790581619e-06,517.6621990203857
86,0.001613361328559639,0.9965349435806274,4.75864737669904e-06,517.4014389514923
87,0.0016154149600089117,0.9965317845344543,4.112268715800961e-06,517.3786020278931
88,0.0016191817623843728,0.9965342283248901,3.5111757055874383e-06,517.1886215209961
89,0.0016121454912087347,0.9965415000915527,2.9559615522887324e-06,517.3984587192535
90,0.0016120799754107754,0.9965351819992065,2.4471741852423276e-06,517.1256210803986
91,0.0016127666090432083,0.9965264797210693,1.9853157161528557e-06,516.9155983924866
92,0.0016126180857655849,0.9965312480926514,1.5708419435684545e-06,517.0278477668762
93,0.0016112510183028974,0.9965347051620483,1.2041619030626358e-06,517.3442759513855
94,0.0016077484537981549,0.9965362548828125,8.856374635655655e-07,517.3983228206635
95,0.0016134343951875465,0.9965381622314453,6.155829702431181e-07,517.481611251831
96,0.0016097044341436965,0.9965319037437439,3.9426493427611245e-07,516.6099243164062
97,0.001604538990945177,0.9965370893478394,2.2190176984600058e-07,517.4361488819122
98,0.0016093838668131478,0.9965367913246155,9.866357858642222e-08,517.2053151130676
99,0.0016069605009117892,0.9965370893478394,2.467198171342004e-08,517.4375472068787
100,0.0016067626354321187,0.9965375661849976,0.0,517.1306357383728
